DATE,SOURCES,SOURCEURLS,ARTICLE_TITLE,INF,SENTIMENT
20170918,washingtonpost.com,https://www.washingtonpost.com/news/capital-weather-gang/wp/2017/09/18/intensifying-hurricane-maria-is-a-severe-threat-to-caribbean-and-puerto-rico-jose-to-scrape-northeast-coast/,‘extremely dangerous’ hurricane maria churns toward virgin islands and puerto rico; jose to scrape northeast coast,1,Neutral
20170918,revolutionradio.org,http://revolutionradio.org/2017/09/18/hurricane-maria-could-make-landfall-in-puerto-rico-as-a-category-4-storm/,hurricane maria could make landfall in puerto rico as a category 4 storm,1,Neutral
20170918,nbc12.com,http://www.nbc12.com/story/36395884/virginia-task-force-deployed-to-puerto-rico-for-hurricane-maria,virginia task force deployed to puerto rico for hurricane maria,1,Neutral
20170918,cbsnews.com,https://www.cbsnews.com/news/hurricane-maria-puerto-rico-imposes-rationing-of-basic-supplies/,puerto rico imposes rationing as hurricane maria approaches,1,Negative
20170918,insideclimatenews.org,https://insideclimatenews.org/news/18092017/hurricane-maria-irma-climate-change-models-storm-path-forecast-puerto-rico,"with maria threatening puerto rico, how climate science can improve forecasts",1,Negative
20170918,wsvn.com,http://wsvn.com/news/local/miami-fire-rescue-to-help-puerto-rico-brace-for-hurricane-maria/,miami fire rescue to help puerto rico brace for hurricane maria - wsvn 7news,1,Positive
20170918,fox43.com,http://fox43.com/2017/09/18/hurricane-maria-strengthens-to-category-3-heading-toward-puerto-rico/,hurricane maria strengthens to category 3 heading toward puerto rico,1,Positive
20170919,wbrc.com,http://www.wbrc.com/story/36402383/first-alert-showers-storms-flare-up-tuesday-afternoon-hurricane-maria-heads-towards-puerto-rico,"first alert: showers, storms flare up tuesday afternoon; hurricane maria heads towards puerto rico",1,Positive
20170919,weather.com,https://weather.com/en-CA/canada/news/news/hurricane-maria-category-4-leeward-islands-virgin-islands-puerto-rico,hurricane maria upgraded to category 4: potentially devastating strike on puerto rico and virgin islands ahead,1,Negative
20170919,watchers.news,https://watchers.news/2017/09/19/category-5-hurricane-maria-hits-dominica-puerto-rico-bracing-for-catastrophic-impact/,"category 5 hurricane “maria” hits dominica, puerto rico bracing for catastrophic impact",1,Negative
20170919,cbslocal.com,http://miami.cbslocal.com/2017/09/19/miami-airport-hurricane-maria-puerto-rico-travelers/,travelers from puerto rico head to miami to avoid hurricane maria,0,Negative
20170919,fox61.com,http://fox61.com/2017/09/19/watch-live-hurricane-maria-regains-category-5-strength-now-heading-toward-puerto-rico/,"hurricane maria regains category 5 strength, now heading toward puerto rico",1,Positive
20170919,sputniknews.com,https://sputniknews.com/environment/201709201057536168-hurricane-maria-heads-to-puerto-rico/,"after hurricane maria demolished dominica, puerto rico braces for a direct hit",1,Neutral
20170919,local10.com,https://www.local10.com/weather/hurricane/people-in-puerto-rico-prepare-for-the-worst-as-they-wait-for-hurricane-maria-,people in puerto rico prepare for the worst as they wait for hurricane maria,1,Negative
20170919,reliefweb.int,https://reliefweb.int/report/puerto-rico-united-states-america/maria-becomes-major-hurricane-powers-through-caribbean,"maria becomes major hurricane, powers through caribbean - puerto rico (the united states of america)",1,Positive
20170919,abc57.com,http://www.abc57.com/news/hurricane-maria-aims-for-puerto-rico-after-widespread-devastation-on-dominica,hurricane maria aims for puerto rico after 'widespread devastation' on dominica,1,Negative
20170919,pasadenastarnews.com,http://www.pasadenastarnews.com/general-news/20170919/hurricane-maria-smashes-dominica-now-menaces-puerto-rico,"hurricane maria smashes dominica, now menaces puerto rico",1,Neutral
20170919,abc7ny.com,http://abc7ny.com/weather/puerto-rico-bracing-for-direct-hit-from-hurricane-maria/2430780/,"still ravaged from irma, puerto rico bracing for direct hit from hurricane maria",1,Neutral
20170919,washingtonpost.com,https://www.washingtonpost.com/news/capital-weather-gang/wp/2017/09/19/puerto-rico-has-a-long-history-with-tropical-storms-none-of-them-were-like-hurricane-maria/,puerto rico has a long history with tropical storms. none of them were like hurricane maria.,1,Positive
20170919,revolutionradio.org,http://revolutionradio.org/2017/09/19/hurricane-maria-could-take-out-power-in-puerto-rico-indefinitely-and-its-too-late-to-prepare/,hurricane maria could take out power in puerto rico indefinitely and it’s too late to prepare,1,Neutral
20170919,finans.dk,http://finans.dk/protected/global/washingtonpost/ECE9882427/category-5-hurricane-maria-is-a-severe-threat-to-the-caribbean-puerto-rico-jose-to-scrape-northeast-coast/,"category 5 hurricane maria is a severe threat to the caribbean, puerto rico; jose to scrape northeast coast",1,Negative
20170919,wdtv.com,http://www.wdtv.com/content/news/Hurricane-Maria-back-at-Category-5-as-it-barrels-toward-Puerto-Rico-445688213.html,hurricane maria back at category 5 as it barrels toward puerto rico,1,Neutral
20170919,dailypress.com,http://www.dailypress.com/news/nationworld/ct-hurricane-maria-puerto-rico-20170919-story.html,"maria destroys homes, triggers flooding in puerto rico, leaving island without power",1,Negative
20170919,spacecoastdaily.com,http://spacecoastdaily.com/2017/09/cat-5-hurricane-maria-plows-through-leeward-islands-warnings-issued-for-puerto-rico-virgin-islands/,"cat. 5 hurricane maria plows through leeward islands, warnings issued for puerto rico, virgin islands",1,Negative
20170919,wkms.org,http://wkms.org/post/potentially-catastrophic-hurricane-maria-devastates-dominica-heads-puerto-rico,hurricane maria weakens to a category 4 as it closes in on puerto rico,1,Negative
20170919,aldianews.com,http://aldianews.com/articles/culture/environment/my-roof-gone-hurricane-maria-batters-dominica-heads-puerto-rico/49951,"""my roof is gone"": hurricane maria batters dominica, heads to puerto rico",1,Neutral
20170919,huffingtonpost.com;huffingtonpost.com,http://www.huffingtonpost.com/entry/hurricane-maria-puerto-rico-virgin-islands_us_59c13ba6e4b0f22c4a8ccac6?ncid=inblnkushpmg00000009<UDIV>http://www.huffingtonpost.com/entry/hurricane-maria-puerto-rico-virgin-islands_us_59c13ba6e4b0f22c4a8ccac6,"still a category 5, maria barrels toward puerto rico",1,Neutral
20170919,gcaptain.com,http://gcaptain.com/strengthening-hurricane-maria-to-pass-right-over-puerto-rico-forecasters-say/,"strengthening hurricane maria to pass right over puerto rico, forecasters say",1,Positive
20170919,abc13.com,http://abc13.com/news/merciless-hurricane-maria-pummels-dominica-takes-aim-at-puerto-rico/2431248/,maria 'potentially most catastrophic hurricane to hit puerto rico in a century',1,Negative
20170919,dailysabah.com,https://www.dailysabah.com/americas/2017/09/18/category-4-hurricane-maria-devastates-dominica-moves-toward-puerto-rico-virgin-islands,"category 4 hurricane maria devastates dominica, moves toward puerto rico, virgin islands",1,Negative
20170919,nbc12.com,http://www.nbc12.com/story/36398810/hurricane-maria-heads-toward-puerto-rico-jose-stays-off-shore,hurricane maria heads toward puerto rico; jose stays off shore,1,Neutral
20170919,ktbs.com,https://www.ktbs.com/news/hurricane-maria-leaves-devastation-rolls-toward-puerto-rico/article_4f43b2ac-9d23-11e7-93c7-1fad71dc502f.html,"hurricane maria leaves 'devastation,' rolls toward puerto rico",1,Negative
20170919,thegazette.com,http://www.thegazette.com/subject/news/nation-and-world/hurricane-maria-is-a-severe-threat-to-the-caribbean-puerto-rico-jose-to-scrape-northeast-coast-20170918,"hurricane maria is a severe threat to the caribbean, puerto rico; jose to scrape northeast coast",1,Negative
20170919,wbur.org,http://www.wbur.org/hereandnow/2017/09/19/puerto-rico-hurricane-maria,puerto rico braces for direct impact from hurricane maria,1,Neutral
20170919,orlandosentinel.com,http://www.orlandosentinel.com/weather/hurricane/os-hurricane-maria-dominica-puerto-rico-20170919-story.html,"hurricane maria back to category 5 lashes dominica, targets puerto rico",1,Neutral
20170919,sbs.com.au,http://www.sbs.com.au/news/article/2017/09/20/deadly-hurricane-maria-targets-st-croix-puerto-rico,'potentially catastrophic': hurricane maria slams us virgin islands as puerto rico braces for storm,1,Negative
20170919,newstalkzb.co.nz,http://www.newstalkzb.co.nz/news/world/hurricane-maria-gets-upgraded-headed-for-puerto-rico/,"hurricane maria gets upgraded, headed for puerto rico",1,Neutral
20170919,planetizen.com,https://www.planetizen.com/node/94878/puerto-rico-braces-direct-hit-hurricane-maria-wednesday,puerto rico braces for direct hit from hurricane maria on wednesday,1,Neutral
20170919,local10.com,https://www.local10.com/weather/hurricane/puerto-rico-prepares-for-hurricane-maria-to-make-landfall,puerto rico prepares for hurricane maria to make landfall,1,Neutral
20170919,sun-sentinel.com,http://www.sun-sentinel.com/news/weather/fl-reg-hurricane-maria-puerto-rico-caribbean-florida-20170919-story.html,a stunned puerto rico seeks to rebuild after hurricane maria,1,Negative
20170919,wtvr.com,http://wtvr.com/2017/09/19/hurricane-maria-puerto-rico/,hurricane maria barrels toward puerto rico after crippling dominica,1,Neutral
20170919,mashable.com,http://mashable.com/2017/09/19/hurricane-maria-most-damaging-storm-puerto-rico-history/,hurricane maria may be the most destructive storm in puerto rico's history,1,Negative
20170919,revolutionradio.org,http://revolutionradio.org/2017/09/19/hurricane-maria-causes-widespread-devastation-in-dominica-as-it-races-toward-puerto-rico/,hurricane maria causes “widespread devastation” in dominica as it races toward puerto rico,1,Neutral
20170919,dailyamerican.com,http://www.dailyamerican.com/news/nation/round-hurricane-maria-expected-to-hit-puerto-rico-caribbean-region/article_a11b566d-3c9a-5067-8665-7924340430ff.html,"round 2: hurricane maria expected to hit puerto rico, caribbean region this week",1,Neutral
20170919,ctvnews.ca,http://www.ctvnews.ca/world/hurricane-maria-aims-at-puerto-rico-after-slamming-dominica-1.3595732,hurricane maria aims at puerto rico after slamming dominica,1,Neutral
20170919,independent.co.uk,http://www.independent.co.uk/news/world/americas/hurricane-maria-path-track-category-5-puerto-rico-where-atlantic-storm-danger-a7954911.html,hurricane maria strengthens to category 5 again as path heads for puerto rico,1,Positive
20170919,gcaptain.com,http://gcaptain.com/hurricane-maria-targets-st-croix-puerto-rico-devastating-dominica/,hurricane maria targets st. croix and puerto rico after devastating dominica,1,Negative
20170919,qconline.com,http://www.qconline.com/news/world/hurricane-maria-smashes-dominica-now-menaces-puerto-rico/article_95135578-7685-5367-b30e-dddee7bc0fdc.html,"maria tears off roofs, triggers flooding in puerto rico",1,Negative
20170919,readingeagle.com,http://www.readingeagle.com/news/article/hurricane-maria-takes-aim-at-puerto-rico,hurricane maria takes aim at puerto rico,1,Neutral
20170919,dailycaller.com,http://dailycaller.com/2017/09/18/puerto-rico-evacs-ordered-as-hurricane-maria-becomes-category-four/,puerto rico evacs ordered as hurricane maria becomes category four,1,Neutral
20170919,dunyanews.tv,"http://dunyanews.tv/en/World/406039-Potentially-catastrophic-hurricane-Maria-Virgin-Islands,-Puerto-Rico","'potentially catastrophic' maria eyes virgin islands, puerto rico",1,Negative
20170919,bangkokpost.com,http://www.bangkokpost.com/news/world/1327347/killer-hurricane-maria-slams-dominica-menaces-puerto-rico,"killer hurricane maria slams dominica, menaces puerto rico",1,Negative
20170919,nydailynews.com,http://www.nydailynews.com/news/world/hurricane-maria-brings-chaos-dominica-heads-puerto-rico-article-1.3505803,"hurricane maria kills one person as it brings chaos to the caribbean, moves toward puerto rico and virgin islands",1,Negative
20170919,whdh.com,http://whdh.com/news/hurricane-maria-smashes-dominica-now-menaces-puerto-rico/,"hurricane maria aims at puerto rico after slamming dominica - boston news, weather, sports",1,Neutral
20170919,adn.com,https://www.adn.com/nation-world/2017/09/19/hurricane-maria-blasts-dominica-aims-at-u-s-virgin-islands-and-puerto-rico/,"hurricane maria does ‘mind-boggling’ damage to dominica, aims at u.s. virgin islands and puerto rico",1,Negative
20170919,wfmz.com,http://www.wfmz.com/news/lehigh-valley/local-womans-family-braces-for-hurricane-maria-in-puerto-rico/622785499,local woman's family braces for hurricane maria in puerto rico,1,Neutral
20170919,timesleader.com,http://timesleader.com/news/675839/category-5-hurricane-maria-smashes-dominica-aims-for-puerto-rico,"category 5 hurricane maria smashes dominica, aims for puerto rico",1,Neutral
20170919,govtech.com,http://www.govtech.com/em/disaster/Hurricane-Maria-Tears-Through-the-Eastern-Caribbean-Toward-Puerto-Rico.html,hurricane maria tears through the eastern caribbean toward puerto rico,1,Negative
20170919,actionnewsjax.com,http://www.actionnewsjax.com/weather/talking-tropics/major-hurricane-maria-headed-for-puerto-rico-us-virgin-islands/611474668,major hurricane maria headed for puerto rico & u.s. virgin islands,1,Neutral
20170919,cbs12.com,http://cbs12.com/news/local/hurricane-maria-headed-for-puerto-rico,hurricane maria headed for puerto rico,1,Neutral
20170919,firstpost.com,http://www.firstpost.com/world/hurricane-maria-back-to-category-5-as-it-plummets-dominica-now-barrels-towards-puerto-rico-4060095.html,hurricane maria back to category 5 as it plummets dominica; now barrels towards puerto rico,1,Neutral
20170919,weather.com,https://weather.com/storms/hurricane/news/hurricane-maria-category-5-leeward-islands-virgin-islands-puerto-rico,"hurricane maria, the strongest puerto rico landfall in 89 years, unleashes a siege of destructive winds and flooding",1,Negative
20170919,wbal.com;wbal.com,http://www.wbal.com/article/265251/21/puerto-rico-braces-for-direct-hit-from-hurricane-maria<UDIV>http://www.wbal.com/article/265251/3/puerto-rico-braces-for-direct-hit-from-hurricane-maria,hurricane maria hits puerto rico after slamming dominica,1,Neutral
20170919,wishtv.com,http://wishtv.com/2017/09/19/puerto-rico-virgin-islands-residents-urged-to-prepare-as-160-mph-hurricane-maria-nears/,"puerto rico, virgin islands residents urged to prepare as 160 mph hurricane maria nears",1,Neutral
20170919,nbcnews.com;nbcnews.com,https://www.nbcnews.com/news/us-news/bankrupt-puerto-rico-faces-direct-hit-hurricane-maria-n802431?cid=public-rss_20170919<UDIV>https://www.nbcnews.com/news/us-news/bankrupt-puerto-rico-faces-direct-hit-hurricane-maria-n802431,bankrupt puerto rico faces direct hit from hurricane maria,1,Negative
20170919,goupstate.com,http://www.goupstate.com/news/20170919/hurricane-maria-heading-toward-virgin-islands-and-puerto-rico-as-category-5,hurricane maria heading toward virgin islands and puerto rico as category 5,1,Neutral
20170919,cbslocal.com,http://miami.cbslocal.com/2017/09/19/hurricane-maria-batters-dominica-sets-sights-on-puerto-rico/,"hurricane maria batters dominica, sets sights on puerto rico",1,Neutral
20170919,nypost.com,http://nypost.com/2017/09/19/puerto-rico-braces-for-catastrophic-hurricane-maria/,puerto rico braces for catastrophic hurricane maria,1,Negative
20170919,cullmantimes.com,http://www.cullmantimes.com/news/hurricane-maria-slams-dominica-now-menaces-puerto-rico/article_ef00a056-9d6a-11e7-ad31-f34dc5d8280c.html,"hurricane maria slams dominica, now menaces puerto rico",1,Neutral
20170919,centralmaine.com,http://www.centralmaine.com/2017/09/19/hurricane-maria-slams-dominica-now-menaces-virgin-islands-puerto-rico/,"destruction in its wake, hurricane maria takes aim at puerto rico",1,Negative
20170919,blackamericaweb.com,https://blackamericaweb.com/2017/09/19/hurricane-maria-intensifies-aims-for-puerto-rico/,"hurricane maria intensifies, aims for puerto rico",1,Neutral
20170919,tampabay.com,http://www.tampabay.com/news/weather/hurricanes/hurricane-maria-takes-aim-at-puerto-rico-after-lashing-dominica-as/2337951,"hurricane maria's winds hit 175 mph as it aims at virgin islands, puerto rico",1,Neutral
20170919,theverge.com,https://www.theverge.com/2017/9/19/16326964/hurricane-maria-puerto-rico-dominica-category-5,hurricane maria headed for puerto rico after hitting dominica,1,Neutral
20170919,independent.co.uk,http://www.independent.co.uk/news/world/americas/hurricane-maria-path-latest-updates-where-heading-puerto-rico-when-hit-damage-category-4-news-a7954731.html,"hurricane maria path: where is 'catastrophic' storm heading, when will it hit puerto rico and how much damage will it do?",1,Negative
20170919,independent.co.uk,http://www.independent.co.uk/news/world/americas/maria-hurricane-latest-updates-puerto-rico-path-storm-dominica-a7956196.html,hurricane maria barrels toward puerto rico after leaving a path of devastation in dominica,1,Negative
20170919,suntimes.com,http://chicago.suntimes.com/news/hurricane-maria-smashes-dominica-on-track-for-puerto-rico/,"hurricane maria destroys homes, triggers flooding in puerto rico",1,Negative
20170919,wmfe.org,http://www.wmfe.org/my-roof-is-gone-hurricane-maria-slams-dominica-heads-for-puerto-rico/78133,"'my roof is gone': hurricane maria slams dominica, heads for puerto rico",1,Neutral
20170919,weisradio.com,http://www.weisradio.com/merciless-hurricane-maria-pummels-dominica-takes-aim-at-puerto-rico/,"‘merciless’ hurricane maria pummels dominica, takes aim at puerto rico ",1,Neutral
20170919,weartv.com,http://weartv.com/weather/category-5-hurricane-maria-heads-toward-puerto-rico,category 5 hurricane maria heads toward puerto rico,1,Neutral
20170919,pri.org,https://www.pri.org/stories/2017-09-19/after-pummeling-dominica-hurricane-maria-forces-puerto-rico-and-virgin-islands,"after pummeling dominica, hurricane maria forces puerto rico and virgin islands to brace for impact",1,Neutral
20170919,weisradio.com,http://www.weisradio.com/evacuation-orders-issued-for-four-areas-of-puerto-rico-as-hurricane-maria-nears/,evacuation orders issued for four areas of puerto rico as hurricane maria nears ,1,Neutral
20170919,sky.com,http://news.sky.com/story/millions-braced-for-disaster-as-hurricane-maria-bears-down-on-puerto-rico-11043404,puerto rico a 'ghost town' as it braces for deadly hurricane maria,1,Negative
20170919,clickorlando.com,https://www.clickorlando.com/news/families-prepare-homes-in-puerto-rico-evacuate-to-orlando-before-hurricane-maria,"families prepare homes in puerto rico, evacuate to orlando before hurricane maria",1,Neutral
20170919,cntraveler.com,https://www.cntraveler.com/story/hurricane-maria-to-hit-puerto-rico-virgin-islands-this-week,"hurricane maria expected to hit puerto rico, virgin islands this week",1,Neutral
20170919,firstpost.com,http://www.firstpost.com/world/hurricane-maria-strengthens-to-category-5-storm-bears-down-on-dominica-puerto-rico-4057819.html,"hurricane maria strengthens to category 5 storm, bears down on dominica, puerto rico",1,Positive
20170919,sej.org,http://www.sej.org/headlines/category-5-hurricane-maria-targeting-virgin-islands-and-puerto-rico,category 5 hurricane maria targeting the virgin islands and puerto rico,1,Neutral
20170919,thedailybeast.com,http://www.thedailybeast.com/as-hurricane-maria-homes-in-on-puerto-rico-many-say-they-wont-evacuate,"as hurricane maria homes in on puerto rico, many say they won't evacuate",1,Neutral
20170919,usf.edu,http://wusfnews.wusf.usf.edu/post/hurricane-maria-track-virgin-islands-puerto-rico,"hurricane maria on track for virgin islands, puerto rico",1,Neutral
20170919,samoaobserver.ws,http://www.samoaobserver.ws/en/20_09_2017/world/24525/Hurricane-Maria-slams-Dominica-now-takes-aim-at-Puerto-Rico.htm,"hurricane maria slams dominica, now takes aim at puerto rico",1,Neutral
20170919,reliefweb.int,https://reliefweb.int/report/puerto-rico-united-states-america/caribbean-braces-hurricane-maria-response-continues-irma,caribbean braces for hurricane maria as response continues in irma aftermath - puerto rico (the united states of america),1,Positive
20170919,dailyherald.com,http://www.dailyherald.com/news/20170919/hurricane-maria-poses-extremely-dangerous-threat-to-virgin-islands-puerto-rico,"hurricane maria poses extremely dangerous threat to virgin islands, puerto rico",1,Negative
20170919,theguardian.com,https://www.theguardian.com/world/2017/sep/19/puerto-rico-hurricane-maria-category-five-storm,puerto rico braces itself for 'worst atmospheric event in a century',1,Negative
20170919,cnbc.com,https://www.cnbc.com/2017/09/19/puerto-rico-braces-for-hurricane-maria.html,"still recovering from irma, puerto rico braces for hurricane maria",1,Neutral
20170919,washingtonpost.com,https://www.washingtonpost.com/news/capital-weather-gang/wp/2017/09/19/category-5-hurricane-maria-is-a-disaster-scenario-for-puerto-rico-and-virgin-islands-jose-to-brush-by-new-england/,hurricane maria sweeps across puerto rico with destructive winds and tremendous rainfall,1,Negative
20170919,wftv.com,http://www.wftv.com/news/local/hurricane-maria-central-floridians-with-ties-to-puerto-rico-fear-for-families-safety/611644321,hurricane maria: central floridians with ties to puerto rico fear for families' safety,1,Negative
20170919,wmal.com,http://www.wmal.com/2017/09/19/hurricane-maria-devastates-dominica-targets-puerto-rico/,"hurricane maria devastates dominica, targets puerto rico",1,Negative
20170919,abc13.com,http://abc13.com/weather/hurricane-maria-on-menacing-path-to-puerto-rico/2432203/,hurricane maria on menacing path to puerto rico,1,Neutral
20170919,nytimes.com,https://www.nytimes.com/2017/09/19/us/puerto-rico-hurricane-maria.html,puerto rico braces for ‘potentially catastrophic’ hit by hurricane maria,1,Neutral
20170919,abc7.com,http://abc7.com/weather/hurricane-maria-grows-to-category-5-as-it-heads-to-puerto-rico/2430285/,hurricane maria grows to category 5 as trump declares emergency for puerto rico,1,Negative
20170919,reviewjournal.com,https://www.reviewjournal.com/news/nation-and-world/hurricane-maria-devastates-dominica-heads-toward-puerto-rico/,"hurricane maria devastates dominica, heads toward puerto rico",1,Negative
20170919,time.com,http://time.com/4948462/when-will-hurricane-maria-hit-puerto-rico/,when will hurricane maria hit puerto rico?,1,Neutral
20170919,wfdd.org,https://www.wfdd.org/story/my-roof-gone-hurricane-maria-slams-domenica-heads-puerto-rico,"'potentially catastrophic' hurricane maria devastates dominica, heads for puerto rico",1,Negative
20170919,talkingpointsmemo.com,http://talkingpointsmemo.com/news/hurricane-maria-aims-at-puerto-rico,maria aims at puerto rico after causing dominica ‘mind-boggling’ devastation,1,Negative
20170919,arstechnica.com,https://arstechnica.com/science/2017/09/potentially-catastrophic-hurricane-maria-set-to-strike-puerto-rico/,“potentially catastrophic” hurricane maria set to strike puerto rico,1,Negative
20170919,talkingpointsmemo.com,http://talkingpointsmemo.com/news/puerto-rico-hurricane-maria-evacuate-or-die,puerto rico officials as hurricane maria heads toward islands: evacuate or die,1,Negative
20170919,uproxx.com,http://uproxx.com/news/hurricane-maria-puerto-rico-dominica/,hurricane maria prepares for a 'catastrophic' strike on puerto rico,1,Negative
20170919,whqr.org,http://whqr.org/post/hurricane-maria-spins-toward-puerto-rico,hurricane maria spins toward puerto rico,1,Neutral
20170919,washingtonpost.com,https://www.washingtonpost.com/news/dr-gridlock/wp/2017/09/19/airlines-move-to-cap-fares-add-seats-as-hurricane-maria-closes-in-on-puerto-rico-u-s-virgin-islands/,"airlines move to cap fares, add seats as hurricane maria closes in on puerto rico, u.s. virgin islands",1,Neutral
20170919,cbsnews.com,https://www.cbsnews.com/news/hurricane-maria-merciless-clobbers-dominica-eyes-puerto-rico/,"hurricane maria clobbers dominica, eyes puerto rico",1,Neutral
20170920,pnj.com,http://www.pnj.com/story/news/world/2017/09/20/puerto-rico-braces-direct-hit-hurricane-maria/684121001/,entire island of puerto rico without power after being pummeled by hurricane maria,1,Neutral
20170920,orlandosentinel.com,http://www.orlandosentinel.com/weather/hurricane/os-hurricane-maria-puerto-rico-20170920-story.html,live video: hurricane maria hits puerto rico,1,Neutral
20170920,richmond.com,http://www.richmond.com/weather/hurricane-maria-on-a-worst-case-path-for-puerto-rico/article_8d34f5eb-91ee-5c86-8a7d-85df8dc834e9.html,hurricane maria on a worst-case path for puerto rico; jose will weaken and stall off new england,1,Negative
20170920,fox43.com,http://fox43.com/2017/09/20/hurricane-maria-knocks-out-power-to-all-of-puerto-rico-cripples-other-islands/,"hurricane maria knocks out power to all of puerto rico, cripples other islands",1,Neutral
20170920,fox13now.com,http://fox13now.com/2017/09/19/former-utahns-living-in-puerto-rico-cope-with-hurricane-irma-prepare-for-maria/,"former utahns living in puerto rico cope with hurricane irma, prepare for maria",1,Neutral
20170920,manilatimes.net,http://www.manilatimes.net/hurricane-maria-eyes-virgin-islands-puerto-rico/351770/,"hurricane maria eyes virgin islands, puerto rico",1,Neutral
20170920,sputniknews.com,https://sputniknews.com/latam/201709201057552948-hurricane-maria-puerto-rico/,eye of hurricane maria over eastern puerto rico - us national hurricane center,1,Neutral
20170920,timesfreepress.com,http://www.timesfreepress.com/news/breakingnews/story/2017/sep/20/hurricane-maria-destroys-homes-triggers-flooding-puerto-rico/450134/,"a stunned puerto rico seeks to rebuild after hurricane maria [photos, tracker]",1,Negative
20170920,wsvn.com,http://wsvn.com/news/us-world/hurricane-maria-hits-puerto-rico-heavy-flooding-reported/,"maria destroys homes, triggers flooding in puerto rico ",1,Negative
20170920,nbcsandiego.com,http://www.nbcsandiego.com/news/national-international/Hurricane-Maria-Puerto-Rico-Landfall-445960903.html,‘extremely dangerous' hurricane maria knocks out all power to puerto rico; heavy flooding reported,1,Negative
20170920,41nbc.com,https://www.41nbc.com/2017/09/19/summer-holds-georgia-hurricane-maria-threatens-puerto-rico/,"summer holds on in georgia, as hurricane maria threatens puerto rico ",1,Negative
20170920,thenational.ae,https://www.thenational.ae/world/the-americas/hurricane-maria-power-knocked-out-across-puerto-rico-1.630422,hurricane maria: power knocked out across puerto rico,1,Neutral
20170920,cbs12.com,http://cbs12.com/news/local/hurricane-maria-weakens-to-140-mph-winds-after-slamming-puerto-rico,"hurricane maria downgrades to category 2, causes catastrophic flooding in puerto rico",1,Negative
20170920,whdh.com,http://whdh.com/news/hurricane-maria-hits-puerto-rico-after-slamming-dominica/,"maria destroys homes, triggers flooding in puerto rico ",1,Negative
20170920,radionz.co.nz,http://www.radionz.co.nz/news/world/339876/hurricane-maria-power-lost-in-puerto-rico,hurricane maria: power lost in puerto rico,1,Negative
20170920,clickondetroit.com,https://www.clickondetroit.com/weather/hurricane/watch-live-follow-hurricane-marias-path-as-it-travels-through-puerto-rico,watch live: follow hurricane maria's path as it travels through puerto rico,1,Neutral
