DATE,SOURCES,SOURCEURLS,ARTICLE_TITLE,SENTIMENT,INF
20200102,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/02/minor-earthquake-m3-12-quake-has-struck-near-guanica-in-puerto-rico/,Minor earthquake: M3.12 quake has struck near Guanica in Puerto Rico,Negative,1
20200102,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/01/minor-earthquake-3-24-mag-has-occurred-near-san-antonio-in-puerto-rico/,"Minor earthquake, 3.24 mag has occurred near San Antonio in Puerto Rico",Neutral,1
20200102,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/02/minor-earthquake-3-5-mag-9-km-sse-of-guanica-puerto-rico/,"Minor earthquake 3.5 mag, 9 km SSE of Guanica, Puerto Rico",Neutral,1
20200102,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/02/minor-earthquake-3-16-mag-has-occurred-near-san-antonio-in-puerto-rico-4/,"Minor earthquake, 3.16 mag has occurred near San Antonio in Puerto Rico",Neutral,1
20200103,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/03/minor-earthquake-m3-18-quake-has-struck-near-indios-in-puerto-rico/,Minor earthquake: M3.18 quake has struck near Indios in Puerto Rico,Negative,1
20200103,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/02/minor-earthquake-3-9-mag-was-detected-near-guanica-in-puerto-rico/,"Minor earthquake, 3.9 mag was detected near Guanica in Puerto Rico",Neutral,1
20200103,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/02/minor-earthquake-2-84-mag-9-km-s-of-indios-puerto-rico/,"Minor earthquake 2.84 mag, 9 km S of Indios, Puerto Rico",Neutral,1
20200103,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/03/minor-earthquake-2-99-mag-has-occurred-near-indios-in-puerto-rico/,"Minor earthquake, 2.99 mag has occurred near Indios in Puerto Rico",Neutral,1
20200103,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/03/light-earthquake-4-8-mag-13-km-s-of-indios-puerto-rico/,"Light earthquake 4.8 mag, 13 km S of Indios, Puerto Rico",Neutral,1
20200103,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/02/light-earthquake-4-5-mag-was-detected-near-indios-in-puerto-rico/,"Light earthquake, 4.5 mag was detected near Indios in Puerto Rico",Neutral,1
20200103,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/03/light-earthquake-4-9-mag-12-km-sse-of-indios-puerto-rico/,"Light earthquake 4.9 mag, 12 km SSE of Indios, Puerto Rico",Neutral,1
20200103,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/02/light-earthquake-m4-8-quake-has-struck-near-indios-in-puerto-rico-2/,Light earthquake: M4.8 quake has struck near Indios in Puerto Rico,Negative,1
20200103,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/02/light-earthquake-m4-9-quake-has-struck-near-indios-in-puerto-rico/,Light earthquake: M4.9 quake has struck near Indios in Puerto Rico,Negative,1
20200103,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/02/minor-earthquake-3-15-mag-7-km-se-of-guanica-puerto-rico/,"Minor earthquake 3.15 mag, 7 km SE of Guanica, Puerto Rico",Neutral,1
20200103,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/02/minor-earthquake-3-mag-has-occurred-near-indios-in-puerto-rico/,"Minor earthquake, 3 mag has occurred near Indios in Puerto Rico",Neutral,1
20200103,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/03/minor-earthquake-3-06-mag-11-km-s-of-indios-puerto-rico/,"Minor earthquake 3.06 mag, 11 km S of Indios, Puerto Rico",Neutral,1
20200103,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/03/minor-earthquake-2-98-mag-68-km-nnw-of-san-antonio-puerto-rico/,"Minor earthquake 2.98 mag, 68 km NNW of San Antonio, Puerto Rico",Neutral,1
20200103,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/03/minor-earthquake-3-6-mag-strikes-near-indios-in-puerto-rico/,"Minor earthquake, 3.6 mag strikes near Indios in Puerto Rico",Negative,1
20200104,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/04/minor-earthquake-2-95-mag-was-detected-near-isabela-in-puerto-rico-3/,"Minor earthquake, 2.95 mag was detected near Isabela in Puerto Rico",Neutral,1
20200104,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/04/minor-earthquake-m2-81-quake-has-struck-near-maria-antonia-in-puerto-rico/,Minor earthquake: M2.81 quake has struck near Maria Antonia in Puerto Rico,Negative,1
20200104,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/04/minor-earthquake-3-02-mag-was-detected-near-san-antonio-in-puerto-rico-6/,"Minor earthquake, 3.02 mag was detected near San Antonio in Puerto Rico",Neutral,1
20200105,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/04/minor-earthquake-3-06-mag-93-km-nw-of-san-antonio-puerto-rico/,"Minor earthquake 3.06 mag, 93 km NW of San Antonio, Puerto Rico",Neutral,1
20200105,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/05/minor-earthquake-2-93-mag-was-detected-near-isabela-in-puerto-rico-2/,"Minor earthquake, 2.93 mag was detected near Isabela in Puerto Rico",Neutral,1
20200105,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/04/minor-earthquake-m2-84-quake-has-struck-near-guanica-in-puerto-rico/,Minor earthquake: M2.84 quake has struck near Guanica in Puerto Rico,Negative,1
20200105,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/05/minor-earthquake-2-95-mag-strikes-near-san-antonio-in-puerto-rico-8/,"Minor earthquake, 2.95 mag strikes near San Antonio in Puerto Rico",Negative,1
20200105,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/04/minor-earthquake-m2-86-quake-has-struck-near-san-antonio-in-puerto-rico-12/,Minor earthquake: M2.86 quake has struck near San Antonio in Puerto Rico,Negative,1
20200106,fox29.com,https://www.fox29.com/news/earthquake-jolts-puerto-rico,Earthquake jolts Puerto Rico,Neutral,1
20200106,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/06/moderate-earthquake-m5-quake-has-struck-near-tallaboa-in-puerto-rico/,Moderate earthquake: M5 quake has struck near Tallaboa in Puerto Rico,Negative,1
20200106,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/06/minor-earthquake-2-92-mag-was-detected-near-indios-in-puerto-rico/,"Minor earthquake, 2.92 mag was detected near Indios in Puerto Rico",Neutral,1
20200106,mycentraloregon.com,https://www.mycentraloregon.com/2020/01/06/5-8-magnitude-earthquake-rocks-puerto-rico/,5.8 magnitude earthquake rocks Puerto Rico,Neutral,1
20200106,wifr.com,https://www.wifr.com/content/news/Earthquake-Hits-Puerto-Rico-Monday-Morning-566745401.html,Earthquake Hits Puerto Rico Monday Morning,Neutral,1
20200106,usgs.gov,https://www.usgs.gov/news/magnitude-58-earthquake-puerto-rico,Magnitude 6.4 Earthquake in Puerto Rico,Neutral,1
20200106,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/06/minor-earthquake-3-32-mag-strikes-near-isabela-in-puerto-rico/,"Minor earthquake, 3.32 mag strikes near Isabela in Puerto Rico",Negative,1
20200106,wrcbtv.com,https://www.wrcbtv.com/story/41523432/puerto-rico-hit-with-a-magnitude58-earthquake,UPDATE: Puerto Rico hit with a magnitude-5.7 earthquake,Neutral,1
20200106,tampabay.com,https://www.tampabay.com/news/nation-world/2020/01/06/58-magnitude-earthquake-strikes-puerto-rico-damage-reported/,"5.8-magnitude earthquake strikes Puerto Rico, damage reported",Negative,1
20200106,wbrz.com,http://www.wbrz.com/news/earthquake-strikes-southern-puerto-rico-early-monday-morning,"Earthquake strikes southern Puerto Rico, early Monday morning",Negative,1
20200106,nytimes.com,https://www.nytimes.com/2020/01/06/us/puerto-rico-earthquake.html,"Earthquake Strikes Puerto Rico, Toppling a Well-Known Natural Wonder",Neutral,1
20200106,globalnews.ca,https://globalnews.ca/news/6370730/earthquake-puerto-rico-landslides/,"Puerto Rico hit with 5.8 magnitude earthquake, damage reported - National",Negative,1
20200106,digitaljournal.com,http://www.digitaljournal.com/news/world/puerto-rico-rocked-by-magnitude-5-8-earthquake-early-this-morning/article/564704,Puerto Rico rocked by magnitude 5.8 earthquake early this morning,Neutral,1
20200106,wtsp.com,https://www.wtsp.com/article/news/nation-world/puerto-rico-earthquake-punta-ventana/67-6d429bc3-9532-4383-bd52-c5cf045d975c,Earthquake topples natural wonder Punta Ventana in Puerto Rico,Positive,1
20200106,watchers.news,https://watchers.news/2020/01/06/earthquake-swarm-puerto-rico-january-2020/,"Intense earthquake swarm shaking southern Puerto Rico, damage reported after today’s M5.8",Negative,1
20200106,cbsnews.com,https://www.cbsnews.com/news/puerto-rico-earthquake-5-7-magnitude-quake-strikes-just-south-of-the-island-today-live-updates/,"Strong earthquake jolts Puerto Rico, causing damage and ""state of panic""",Negative,1
20200106,foxla.com,https://www.foxla.com/news/iconic-natural-wonder-punta-ventana-collapses-in-puerto-rico-amid-5-8-magnitude-earthquake,Iconic natural wonder Punta Ventana collapses in Puerto Rico amid 5.8 magnitude earthquake,Positive,1
20200106,infotel.ca,https://infotel.ca/newsitem/cb-puerto-rico-earthquake/cp313219183,6.4 quake strikes Puerto Rico amid heavy seismic activity,Negative,1
20200106,upi.com,https://www.upi.com/Top_News/US/2020/01/06/Natural-landmark-collapses-as-58-magnitude-earthquake-jolts-Puerto-Rico/2281578315941/,Natural landmark collapses as 5.8-magnitude earthquake jolts Puerto Rico,Positive,1
20200106,wqad.com,https://wqad.com/2020/01/06/puerto-rico-rocked-by-a-magnitude-5-8-earthquake-with-more-tremors-expected/,"Puerto Rico rocked by a magnitude 6.4 earthquake, a day after another quake rocked the island",Neutral,1
20200106,nypost.com,https://nypost.com/2020/01/06/puerto-rico-hit-by-5-8-magnitude-earthquake-causing-power-outrages-and-damage/,"Puerto Rico hit by 5.8-magnitude earthquake, causing power outages and damage",Negative,1
20200106,pennlive.com,https://www.pennlive.com/nation-world/2020/01/57-magnitude-earthquake-hits-puerto-rico.html,5.7-magnitude earthquake hits Puerto Rico,Neutral,1
20200106,orlandosentinel.com,http://www.orlandosentinel.com/news/nationworld/os-ne-puerto-rico-earthquake-20200106-rpwidxvfm5afph5r5sx24g6gxa-story.html,Puerto Rico struck by 5.8 magnitude earthquake,Negative,1
20200106,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/06/minor-earthquake-3-15-mag-was-detected-near-maria-antonia-in-puerto-rico/,"Minor earthquake, 3.15 mag was detected near Maria Antonia in Puerto Rico",Neutral,1
20200106,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/06/light-earthquake-4-2-mag-strikes-near-yauco-in-puerto-rico/,"Light earthquake, 4.2 mag strikes near Yauco in Puerto Rico",Negative,1
20200106,680news.com,https://www.680news.com/2020/01/06/earthquake-puerto-rico/,"5.7-magnitude quake strikes Puerto Rico, damage reported",Negative,1
20200106,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/06/minor-earthquake-3-57-mag-strikes-near-maria-antonia-in-puerto-rico/,"Minor earthquake, 3.57 mag strikes near Maria Antonia in Puerto Rico",Negative,1
20200106,ksat.com,https://www.ksat.com/news/national/2020/01/06/puerto-rico-rocked-by-a-magnitude-58-earthquake-with-more-tremors-expected/,"Puerto Rico rocked by a magnitude 5.8 earthquake, with more tremors expected",Neutral,1
20200106,baltimoresun.com,http://www.baltimoresun.com/news/nation-world/ct-nw-nyt-puerto-rico-earthquake-punta-ventana-20200106-lf32xkv4zvdefd5jtymi7igv7m-story.html,"Earthquake strikes Puerto Rico, toppling a well-known natural wonder",Neutral,1
20200106,weny.com,https://www.weny.com/story/41527131/puerto-rico-hit-with-58-magnitude-earthquake,Puerto Rico hit with 5.8 magnitude earthquake,Neutral,1
20200106,earthquakenewstoday.com,http://www.earthquakenewstoday.com/2020/01/06/minor-earthquake-3-05-mag-has-occurred-near-guanica-in-puerto-rico/,"Minor earthquake, 3.05 mag has occurred near Guanica in Puerto Rico",Neutral,1
20200106,nbcnews.com,https://www.nbcnews.com/news/us-news/earthquake-hits-puerto-rico-island-jolted-5-7-magnitude-quake-n1111046?cid=public-rss_20200106,"Earthquake hits Puerto Rico, island jolted by 5.8 magnitude quake",Neutral,1
20200106,cnn.com,https://www.cnn.com/2020/01/06/us/puerto-rico-earthquake/,"Puerto Rico earthquake: A magnitude 5.8 earthquake strikes the island, with more tremors expected",Negative,1
