UTC_Time,Tweet_Content,Post_ID,Tweet_URL,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Language,id,object,result_position,task_id,internal_unique_id,tweet_url,original_tweet_url,name,user_id,username,published_at,content,views_count,retweet_count,likes,quote_count,reply_count,bookmarks_count,media_0_thumbnail,media_0_type,media_0_url,media_1_thumbnail,media_1_type,media_1_url,media_2_thumbnail,media_2_type,media_2_url,media_3_thumbnail,media_3_type,media_3_url,binded_media_url,binded_media_domain,binded_media_thumbnail_url,binded_media_title,binded_media_description,is_retweeted,is_quoted,collected_at,input_url,clean_text
2020-01-06 11:34:31+00:00,"#Sismo frente a la costa sur de Puerto Rico 🇵🇷 
•M5.7 (moderado-fuerte)
•Prof 10km
•Epicentro: 13km al SSE de Indios, #PuertoRico
#Tsunami: no reúne condiciones 
Dic 6/06:32h
https://t.co/fnyhYfejck https://t.co/V0P2FdjaKm",1.2141482329154232e+18,https://x.com/chematierra/status/1214148232915423232,1.0,25.0,44.0,0.0,0.0,https://pbs.twimg.com/media/ENmFYL_U4AAo4_w.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sism frent cost sur puert ric m moderadofuert prof km epicentr km sse indi puertor tsunami reun condicion dic h
2020-01-06 15:29:57+00:00,"Fuerte Sismo 5.7 en Puerto Rico
Y Réplica de 5.0 más varios sismos menores hasta el momento
#earthquake #Temblor #PuertoRico https://t.co/XuKWl89p2Y",1.214207482828075e+18,https://x.com/TuiteroSismico/status/1214207482828075008,3.0,26.0,50.0,0.0,0.0,https://pbs.twimg.com/media/ENm7Pw-U4AI_LeC.jpg;https://pbs.twimg.com/media/ENm7QmxUcAEAkAk.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuert sism puert ric replic vari sism menor moment earthquak temblor puertor
2020-01-06 14:58:59+00:00,"Nuevo #Sismo en #PuertoRico

Preliminar

M5.1 - Pf 10 km
9km S of Tallaboa, Puerto Rico
Fecha 06-01-2020 
Hora 14:51:17 UTC
Latitud: 17.91° [N]
Longitud: 66.720 [W] https://t.co/KATmsymjRA",1.2141996887291576e+18,https://x.com/InformeSismico/status/1214199688729157632,1.0,4.0,1.0,0.0,0.0,https://pbs.twimg.com/media/ENm0LYPVUAY5t2r.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nuev sism puertor prelimin m pf km km s of tallabo puert ric fech hor utc latitud n longitud w
2020-01-06 14:49:29+00:00,"Las Ruinas del Faro de Guánica, construido en 1982, perdió una de sus paredes luego del terremoto magnitud 5.8 que sacudió a Puerto Rico esta mañana a las 6:32 a.m. Este antiguo edificio se encuentra ubicado en la Bahía de Guánica. 

📸| Alexis Pabón Diaz

#TemblorPR https://t.co/AOjFIQvPFJ",1.214197301142532e+18,https://x.com/m_joel17/status/1214197301142532097,8.0,59.0,47.0,0.0,0.0,https://pbs.twimg.com/media/ENmyAFMUEAIcHxF.jpg;https://pbs.twimg.com/media/ENmyAFLU0AA-ZGX.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ruin far guanic constru perd pared lueg terremot magnitud sacud puert ric mañan am antigu edifici encuentr ubic bah guanic alexis pabon diaz temblorpr
2020-01-06 12:16:48+00:00,"La @redsismica informa que el temblor de 5.8 fue la combinación de 10 temblores simultáneos, un evento sin precedentes desde que se recopila esta data en Puerto Rico. #TemblorPR",1.214158875785605e+18,https://x.com/aixavaz/status/1214158875785605121,9.0,307.0,304.0,0.0,3.0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inform temblor combin temblor simultane event precedent recopil dat puert ric temblorpr
2020-01-06 12:23:58+00:00,Sismo de magnitud 5.8 sacude el sur de #PuertoRico este #6Ene https://t.co/Dzj0Kt3JlY,1.2141606786021745e+18,https://x.com/ElPitazoTV/status/1214160678602174464,0.0,12.0,5.0,0.0,0.0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sism magnitud sacud sur puertor ene
2020-01-06 10:43:52+00:00,"#TemblorPR A 5.70 magnitude earthquake has occurred near Indios, Puerto Rico at 10:32 UTC! https://t.co/IoLMT2pbc6",1.2141354878264648e+18,https://x.com/TemblorPR/status/1214135487826464771,0.0,25.0,25.0,0.0,1.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,temblorpr magnitude earthquake occurred near indios puerto rico utc
2020-01-06 23:26:00+00:00,"Sismo de 5.8 deja graves destrozos a infraestructuras en #PuertoRico🇵🇷 https://t.co/tzbVKTQZsw

El reporte de las autoridades locales da cuenta de al menos diez movimientos telúricos este lunes https://t.co/Jx3ZQxS6df",1.2143272838734356e+18,https://x.com/teleSURtv/status/1214327283873435649,0.0,16.0,14.0,0.0,0.0,https://pbs.twimg.com/media/ENnR3ldU0AgQRIr.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sism dej grav destroz infraestructur puertor report autor local da cuent men diez movimient telur lun
2020-01-06 11:41:29+00:00,"5.8 magnitude earthquake near Indios, Guayanilla, Puerto Rico: January 06, 2020 10:32 UPGRADED #TemblorPR  https://t.co/73tu8f3SKY",1.2141499880218665e+18,https://x.com/TemblorPR/status/1214149988021866496,0.0,8.0,7.0,0.0,0.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,magnitude earthquake near indios guayanilla puerto rico january upgraded temblorpr
2020-01-06 20:25:00+00:00,"Sismo de 5.8 deja graves destrozos a infraestructuras en #PuertoRico🇵🇷 https://t.co/tzbVKTQZsw

El reporte de las autoridades locales da cuenta de al menos diez movimientos telúricos este lunes https://t.co/VtGhlzFBM7",1.2142817337571205e+18,https://x.com/teleSURtv/status/1214281733757120514,0.0,22.0,8.0,0.0,0.0,https://pbs.twimg.com/media/ENnR08mWkAAxgvK.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sism dej grav destroz infraestructur puertor report autor local da cuent men diez movimient telur lun
2020-01-06 18:05:48+00:00,Natural Wonder collapses in Puerto Rico’s Three Kings Day Earthquake. Reports also count at least 5 houses collapsed in towns on the south of the island. #Terremoto #TemblorPR #naturalwonders https://t.co/68RapdbnWB,1.214246702368088e+18,https://x.com/Tanya_Alves/status/1214246702368088065,0.0,17.0,21.0,0.0,1.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,natural wonder collapse puerto rico three king day earthquake report also count least house collapsed town south island terremoto temblorpr naturalwonders
2020-01-06 15:03:17+00:00,"Municipio de Guánica y sectores de otros pueblos se encuentran sin servicio eléctrico tras los sismos que sacuden a Puerto Rico.
5.8
4.7
#Temblor #TemblorPR",1.2142007719794647e+18,https://x.com/AbdielBonillaPR/status/1214200771979464704,1.0,6.0,6.0,0.0,0.0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,municipi guanic sector puebl encuentr servici electr tras sism sacud puert ric temblor temblorpr
2020-01-06 18:35:03+00:00,"🇵🇷 #PuertoRico: residentes publicaron fotos en redes sociales que muestran casas caídas luego de que cedieran sus pilares, paredes resquebrajadas, coches atrapados bajo viviendas derribadas: https://t.co/whdtaNzyKz [rml]",1.21425406558618e+18,https://x.com/dw_espanol/status/1214254065586180097,1.0,54.0,42.0,0.0,0.0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,puertor resident public fot red social muestr cas caid lueg ced pilar pared resquebraj coch atrap baj viviend derrib rml
2020-01-07 12:42:07+00:00,"Yauco, Puerto Rico #TemblorPR https://t.co/bt7HSx6Dab",1.2145276357846876e+18,https://x.com/Jonmicol/status/1214527635784687616,1.0,14.0,15.0,0.0,0.0,https://pbs.twimg.com/media/ENreclAWoAAEbU7.jpg;https://pbs.twimg.com/media/ENreck-WwAEcdD_.jpg;https://pbs.twimg.com/media/ENreck8X0AEEhzJ.jpg;https://pbs.twimg.com/media/ENreck9W4AE09tY.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yauc puert ric temblorpr
2020-01-07 10:02:06+00:00,"[PRIMERAS IMÁGENES] Comienzan a surgir las primeras imágenes del área sur de Puerto Rico tras temblor de 6.5.

Sabemos que algunas son en el municipio de Yauco y otras de Ponce. #TemblorPR https://t.co/wpTjXJ2WWR",1.2144873640658002e+18,https://x.com/ECOEXPLORATORIO/status/1214487364065800192,0.0,52.0,38.0,0.0,1.0,https://pbs.twimg.com/media/ENq50YxWkAIOcE2.jpg;https://pbs.twimg.com/media/ENq50YyWkAAQLv1.jpg;https://pbs.twimg.com/media/ENq50Y9X0AMuLxR.jpg;https://pbs.twimg.com/media/ENq50Y_XYAEc5gZ.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,primer imagen comienz surg primer imagen are sur puert ric tras temblor sab municipi yauc ponc temblorpr
2020-01-07 10:15:12+00:00,What metro San Juan #puertorico looks like right now after the #earthquake . Much darker than normal . Many larger buildings have generators and hence lights. most others don’t. #quake #Sismo #emergency #disaster Puerto Rico https://t.co/VsQdWUBrGT,1.2144906614891725e+18,https://x.com/benjaminmbrown/status/1214490661489172484,4.0,44.0,63.0,0.0,1.0,https://pbs.twimg.com/ext_tw_video_thumb/1214490529339232256/pu/img/bXvgoUFDIUfkI-Wb.jpg,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metro san juan puertorico look like right earthquake much darker normal many larger building generator hence light others dont quake sismo emergency disaster puerto rico
2020-01-07 15:09:17+00:00,#TemblorPR Un terremoto de 6.4 afecta la isla en horas de la madrugada. Continúan las réplicas por toda el área suroeste. @wandavazquezg declara estado de emergencia en Puerto Rico https://t.co/07AxNO5eAN,1.2145646687541617e+18,https://x.com/GisselleT49/status/1214564668754161666,0.0,8.0,13.0,0.0,1.0,https://pbs.twimg.com/ext_tw_video_thumb/1214564475883253761/pu/img/wrPS0tEl7nbhQFJo.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,temblorpr terremot afect isla hor madrug continu replic tod are suroest decl emergent puert ric
2020-01-07 08:34:32+00:00,"9 min.ago #earthquake 6.7 has hit Encarnación Barrio (Peñuelas), Puerto Rico, 6.2mi, 4:24 AM AST (GEOFON) https://t.co/KXAyjd5em0 #TemblorPR https://t.co/wcHXi6Gnh0",1.2144653286270157e+18,https://x.com/TemblorPR/status/1214465328627015680,0.0,66.0,61.0,0.0,0.0,https://pbs.twimg.com/media/ENqlxtoWkAEWAII.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minag earthquak hit encarn barri peñuel puert ric am ast geofon temblorpr
2020-01-07 11:32:32+00:00,"#AHORA: Se registra un segundo temblor de 6.0 hoy martes en Puerto Rico. 

Nota en desarrollo. #DL #DiarioLibre #Actualidad #Sismo #PuertoRico https://t.co/LMsQeljmMT",1.2145101221202043e+18,https://x.com/DiarioLibre/status/1214510122120204289,1.0,27.0,31.0,0.0,0.0,https://pbs.twimg.com/media/ENrOhQlXkAAMHnv.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahor registr segund temblor hoy mart puert ric not desarroll dl diariolibr actual sism puertor
2020-01-07 13:38:48+00:00,Puerto Rico 🇵🇷 La Guancha Ponce #earthquake #Terremoto #Temblor #Sismo #PuertoRicoEarthquake #TemblorPR https://t.co/kiFtZ65nOK,1.214541899345924e+18,https://x.com/MaximoSPQR/status/1214541899345924098,0.0,9.0,3.0,0.0,0.0,https://pbs.twimg.com/media/ENrraEUXkAE8_TR.jpg;https://pbs.twimg.com/media/ENrranLXUAAyu9J.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,puert ric guanch ponc earthquak terremot temblor sism puertoricoearthquak temblorpr
2020-01-07 09:56:33+00:00,Terremoto en Puerto Rico #terremoto #puertorico https://t.co/nicbKsfpyQ,1.2144859678530847e+18,https://x.com/XavierArceo/status/1214485967853084677,3.0,12.0,9.0,0.0,0.0,https://pbs.twimg.com/ext_tw_video_thumb/1214485917253062658/pu/img/bVRxJ2wi-AJP4vPo.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,terremot puert ric terremot puertor
2020-01-07 14:34:38+00:00,"Se registra OTRO TEMBLOR en Puerto Rico de magnitud 4.8, de acuerdo al Servicio Geológico de los Estados Unidos #elCaribe #TemblorPR https://t.co/D3FYy9xqEC",1.2145559483600486e+18,https://x.com/ElCaribeRD/status/1214555948360048640,2.0,6.0,7.0,0.0,0.0,https://pbs.twimg.com/media/ENr4MmFXUAAYTPv.jpg;https://pbs.twimg.com/media/ENr4MmFWoAAOqVr.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,registr temblor puert ric magnitud acuerd servici geolog unid elcarib temblorpr
2020-01-07 14:19:32+00:00,"Que triste situación está pasando Puerto Rico hace un año un huracán y ahora #sismo y con bastante destruccion de casas, fuerza a mis amigos, un abrazo desde Chile 🇨🇱 #PuertoRico #Sismo @pepodiazpr https://t.co/lctIptkKrq",1.2145521481235003e+18,https://x.com/Rodrigo_A_C_P/status/1214552148123500544,0.0,5.0,8.0,0.0,0.0,https://pbs.twimg.com/ext_tw_video_thumb/1214551919558946816/pu/img/ksFkmmCAEXLXRG4b.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trist situacion pas puert ric hac año huracan ahor sism bastant destruccion cas fuerz amig abraz chil puertor sism
2020-01-07 18:21:37+00:00,"Una de las escenas más duras que se repite en el Sur de Puerto Rico. Familias abandonan sus residencias, salvando lo poco que les queda y con temor de que las casas se derrumben con otro temblor. #Terremoto #PuertoRico https://t.co/F6dxaJDS1q",1.2146130712783626e+18,https://x.com/JeremyOrtizTV/status/1214613071278362628,1.0,13.0,19.0,0.0,1.0,https://pbs.twimg.com/media/ENssJBdWkAAVNOD.jpg;https://pbs.twimg.com/media/ENssJBdWwAUkdlx.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,escen dur repit sur puert ric famili abandon resident salv qued temor cas derrumb temblor terremot puertor
2020-01-07 17:42:43+00:00,"Impresionante el derrumbe de la Iglesia de Guayanilla en Puerto Rico por el terremoto que han sufrido.
Mucha fuerza desde España a nuestros Hermanos puertorriqueños, que aún no se habían repuesto del último huracán y ahora les sobreviene esto🇪🇸🇵🇷
#PuertoRicoEarthquake
#PuertoRico https://t.co/2UlkDqmzzZ",1.2146032842054492e+18,https://x.com/MateoAlemanHisp/status/1214603284205449216,2.0,9.0,12.0,0.0,0.0,https://pbs.twimg.com/ext_tw_video_thumb/1214603209819471881/pu/img/9ShV3mgdtn9L7jVU.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impresion derrumb iglesi guayanill puert ric terremot sufr much fuerz españ herman puertorriqueñ aun repuest ultim huracan ahor sobrevien puertoricoearthquak puertor
2020-01-07 11:02:52+00:00,"Guanica, Puerto Rico #TerremotoPR https://t.co/4VdeTimtqo",1.2145026587588936e+18,https://x.com/juancpedreira/status/1214502658758893568,1.0,13.0,7.0,0.0,0.0,https://pbs.twimg.com/media/ENrHurWXUAAMEyg.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guanica puerto rico terremotopr
2020-01-07 16:25:45+00:00,"The lives of Puerto Ricans are not to be gambled with...our FULL STATEMENT:
#PuertoRico #PuertoRicoEarthquake 
#Temblor https://t.co/RI2QnafKYW",1.2145839117219471e+18,https://x.com/Pwr4PuertoRico/status/1214583911721947137,0.0,5.0,5.0,0.0,0.0,https://pbs.twimg.com/media/ENsRn1sWoAYXV85.jpg;https://pbs.twimg.com/media/ENsRoKkWsAElbzR.jpg,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,life puerto ricans gambled withour full statement puertorico puertoricoearthquake temblor
2020-01-07 14:48:58+00:00,"ONGOING SERIES OF STRONG #EARTHQUAKES BATTERS PUERTO RICO, COLLAPSING BUILDINGS, KILLING 1. ISLAND-WIDE #BLACKOUT
LATEST INFO from 443 #PuertoRico news sources 
HERE▶️https://t.co/FZsdAtjxBI
[MOSTLY IN SPANISH]
#TemblorPR
[🎥@lyannemg #Guánica #PuertoRico]
https://t.co/5RZnvQxnlp",1.2145595555286016e+18,https://x.com/DisasterChannL/status/1214559555528601600,0.0,5.0,7.0,0.0,0.0,https://pbs.twimg.com/ext_tw_video_thumb/1214522250902286337/pu/img/ig38CycjgZGgmA9m.jpg,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ongoing series strong earthquake batter puerto rico collapsing building killing islandwide blackout latest info puertorico news source mostly spanish temblorpr guánica puertorico
2020-01-07 13:38:05+00:00,A public school in Guánica was demolished by this morning's 6.4 earthquake that hit Puerto Rico. Photos courtesy @ValeriaCollazoC #TemblorPR https://t.co/gadwbEb7NC,1.214541719540314e+18,https://x.com/MrEdgardoNYC/status/1214541719540314112,2.0,37.0,47.0,0.0,1.0,https://pbs.twimg.com/media/ENrrPu5WkAAi6nV.jpg;https://pbs.twimg.com/media/ENrrQCsWsAAbuZQ.jpg;https://pbs.twimg.com/media/ENrrQOWXUAEpBA7.jpg;https://pbs.twimg.com/media/ENrrQbOXYAEC9i4.jpg,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public school guánica demolished morning earthquake hit puerto rico photo courtesy temblorpr
2020-01-07 13:07:17+00:00,"#LoUltimo🚨
Otro terremoto sacudió la madrugada de este martes Puerto Rico, según informan la magnitud fue de 6,6
Imágenes de esta mañana 😥
#PuertoRico 
#Terremoto https://t.co/QL7dsnk9vu",1.214533966625223e+18,https://x.com/LopezEricka10/status/1214533966625222657,3.0,14.0,20.0,0.0,1.0,https://pbs.twimg.com/media/ENrkLgBXsAEyxkC.jpg;https://pbs.twimg.com/media/ENrkL6GX0AAqjIi.jpg;https://pbs.twimg.com/media/ENrkMpmW4AAUYdf.jpg;https://pbs.twimg.com/media/ENrkM5IWoAUqPiu.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loultim terremot sacud madrug mart puert ric segun inform magnitud imagen mañan puertor terremot
2020-01-07 16:28:33+00:00,"PUERTO RICO| Recuerda que no se sabe cuándo ocurrirá un #Sismo, lo mejor es estar preparados y saber cómo actuar ante uno: 👇
#Kitdeemergencia 
#Yomepreparo
#CulturaSismica #PuertoRico https://t.co/rGl1bQE1YN",1.2145846179882148e+18,https://x.com/EarthquakeChil1/status/1214584617988214786,0.0,16.0,14.0,0.0,0.0,https://pbs.twimg.com/media/ENsSQ9kWoAAcldA.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,puert ric recuerd sab cuand ocurr sism mejor prepar sab com actu kitdeemergent yomeprepar culturasism puertor
2020-01-07 16:02:49+00:00,"#Sismo #Terremoto #PuertoRico después de la fuerte sacudida por un sismo en Puerto Rico, el caos llega, las gasolineras abarrotadas, Puerto Rico no estás sólo, México tú país hermano está contigo. https://t.co/PqIW3yQnLM",1.2145781436855132e+18,https://x.com/Noti_Beka/status/1214578143685513217,0.0,7.0,22.0,0.0,0.0,https://pbs.twimg.com/ext_tw_video_thumb/1214578044452687872/pu/img/fbIFyIymk2fQrDPi.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sism terremot puertor despues fuert sacud sism puert ric caos lleg gasoliner abarrot puert ric sol mexic pais herman contig
