tweet_id,tweet_text,class_label,split,clean_text
913949902723584002,St. John Animal Care Center: The Shelter is dedicated to helping the homeless and stray animals on St. John.  #HurricaneMaria #USVirginIslandRelief,rescue_volunteering_or_donation_effort,train,st john animal care center shelter dedicated helping homeless stray animal st john hurricanemaria usvirginislandrelief
912463251958530048,Family Welcome Center in Taunton collecting donations for Hurricane Maria victims in Puerto Rico,rescue_volunteering_or_donation_effort,train,family welcome center taunton collecting donation hurricane maria victim puerto rico
913805657677205511,@NBguy101 @Drjenny6Drjenny @cnni @rihanna @realDonaldTrump And they are helping with massive shipments of Aid and the US Military,rescue_volunteering_or_donation_effort,train,helping massive shipment aid u military
914205749013893120,Here is a great place to donate if you are looking to help victims of Hurricane Maria in Puerto @PRrelief:,rescue_volunteering_or_donation_effort,train,great place donate looking help victim hurricane maria puerto
914225827210043392,RT @georgelopez: Puerto Rico needs your help! Please click  to help the victims of Hurricane Maria and Caregivers d,rescue_volunteering_or_donation_effort,train,puerto rico need help please click help victim hurricane maria caregiver
913364781930893313,"Were airlifting Huggy tents to #Tortola for a major NGO, in the aftermath of #HurricaneIrma and #hurricanemaria.",rescue_volunteering_or_donation_effort,train,airlifting huggy tent tortola major ngo aftermath hurricaneirma hurricanemaria
913545327923183616,"As mentioned in last nights stream, if you wish to support the Maria efforts directly, feel free to check out",rescue_volunteering_or_donation_effort,train,mentioned last night stream wish support maria effort directly feel free check
914152823515942913,Interesting timeline of gvt assistance in PR and VI. Sounds a lot better on paper than reality looks in photos.,rescue_volunteering_or_donation_effort,train,interesting timeline gvt assistance pr vi sound lot better paper reality look photo
914110017632133121,RT @agentsaba: Bid on critiques from me and many fantastic publishing professionals for Hurricane Maria relief! #PUBforPR,rescue_volunteering_or_donation_effort,train,bid critique many fantastic publishing professional hurricane maria relief pubforpr
911969796115251201,"RT @teaganwhite: $5 from each sale will be donated to @SierraClubs Hurricane Maria relief fund, which will support community-led relief in",rescue_volunteering_or_donation_effort,train,sale donated hurricane maria relief fund support communityled relief
914141483350945792,The best charities to donate to for victims of Hurricane Maria in Puerto Rico  #HurricaneMaria,rescue_volunteering_or_donation_effort,train,best charity donate victim hurricane maria puerto rico hurricanemaria
913341603309334528,RT @ChristineNagy: Heres How New Yorkers can help #PuertoRico with #HurricaneMaria Relief.,rescue_volunteering_or_donation_effort,train,here new yorkers help puertorico hurricanemaria relief
913484686919393281,Wrath of #HurricaneMaria has left our fellow Americans in #PuertoRico w/o resources. But help is on the way as relief &amp; recovery continues.,rescue_volunteering_or_donation_effort,train,wrath hurricanemaria left fellow american puertorico wo resource help way relief recovery continues
913920216870113282,Corporate donations for Hurricane Maria relief top $24 million #infinitefireinc #corporatedonationsformaria,rescue_volunteering_or_donation_effort,train,corporate donation hurricane maria relief top million infinitefireinc corporatedonationsformaria
913205694513459200,Im so happy to be raising money for this organization.,rescue_volunteering_or_donation_effort,train,im happy raising money organization
911649093939843072,RT @DA_RELIEF: Thank you to all those dropping donations and showing us love #Dominica #hurricaneMaria #Hackney #london,rescue_volunteering_or_donation_effort,train,thank dropping donation showing u love dominica hurricanemaria hackney london
914656482360201217,"@SenBlumenthal Thank you, Senator. Your help is much appreciated. And thank you, my fellow Nutmeggers, for stepping up w/ #HurricaneMaria #PuertoRicoRelief",rescue_volunteering_or_donation_effort,train,thank senator help much appreciated thank fellow nutmeggers stepping w hurricanemaria puertoricorelief
913173332983508992,One way to help animal rescue efforts in Puerto Rico: All Sato Rescue Hurricane Irma and Maria Relief Fund,rescue_volunteering_or_donation_effort,train,one way help animal rescue effort puerto rico sato rescue hurricane irma maria relief fund
913499786879348737,"RT @brainpicker: Small Hands, Small Heart—fantastic new @amandapalmer song, 100% of proceeds going to #HurricaneMaria relief",rescue_volunteering_or_donation_effort,train,small hand small heartfantastic new song proceeds going hurricanemaria relief
913501980684947456,@chrislhayes He should donate the money to Harvey/Irma/Maria hurricane assistance agencies.,rescue_volunteering_or_donation_effort,train,donate money harveyirmamaria hurricane assistance agency
914115636229492743,You can donate directly to Puerto Rico relief through Google by just googling Hurricane Maria. 30 seconds.,rescue_volunteering_or_donation_effort,train,donate directly puerto rico relief google googling hurricane maria second
914257316639277058,"#USAF airmen in TX load a cargo plane w/food, water to support relief efforts in #PuertoRico and #SaintCroix after #HurricaneMaria @POTUS",rescue_volunteering_or_donation_effort,train,usaf airman tx load cargo plane wfood water support relief effort puertorico saintcroix hurricanemaria
914590577710309385,ὤFὋ8 Hurricane Maria Disaster Relief,rescue_volunteering_or_donation_effort,train,f hurricane maria disaster relief
914109955560656896,Donate to Support Frontline Puerto Rican Communities in the Recovery from Hurricane Maria:,rescue_volunteering_or_donation_effort,train,donate support frontline puerto rican community recovery hurricane maria
913502193314963456,RT @TeamRubicon: Our medical team arriving in #Dominica to deliver aid in the wake of #HurricaneMaria.,rescue_volunteering_or_donation_effort,train,medical team arriving dominica deliver aid wake hurricanemaria
914604128923521024,Support ZT as we accept donations for those affected by Hurricane Maria and host our event on alcohol awareness. 10/4/17,rescue_volunteering_or_donation_effort,train,support zt accept donation affected hurricane maria host event alcohol awareness
914170820217290752,"RT @OGHS_at_UCC: UCC Disaster Ministries grants first $10,000 to church partner for Puerto Rico relief in Hurricane #Maria wake. .",rescue_volunteering_or_donation_effort,train,ucc disaster ministry grant first church partner puerto rico relief hurricane maria wake
913780798427471872,RT @AsaHutchinson: Proud of the @arkansasguard for assisting our neighbors with Hurricane Maria relief in our U.S. Territories.,rescue_volunteering_or_donation_effort,train,proud assisting neighbor hurricane maria relief u territory
914149400154398720,These lovely CR ladies collected funds from CR employees and purchased a ton of needed supplies for Puerto Rico! #puertorico #hurricanemaria,rescue_volunteering_or_donation_effort,train,lovely cr lady collected fund cr employee purchased ton needed supply puerto rico puertorico hurricanemaria
914111099846500352,RT @SpiritAirlines: Spirit has been operating relief flights each day this week to areas impacted by Hurricane Maria and Irma.,rescue_volunteering_or_donation_effort,train,spirit operating relief flight day week area impacted hurricane maria irma
913821973104427008,Blitz the Shiba Inu blend was rescued from a shelter that was in #HurricaneMarias path in St. Croix! Adopt him today.,rescue_volunteering_or_donation_effort,train,blitz shiba inu blend rescued shelter hurricanemarias path st croix adopt today
910585741352239104,Such a tragedy for such beautiful people. I have beautiful memories of Puerto Rico. Please donate. Please help.,rescue_volunteering_or_donation_effort,train,tragedy beautiful people beautiful memory puerto rico please donate please help
911988550945587200,How to Select a #Charity to #Donate to After a #NaturalDisaster #HurricaneMaria #HurricaneIrma #HurricaneHarvery,rescue_volunteering_or_donation_effort,train,select charity donate naturaldisaster hurricanemaria hurricaneirma hurricaneharvery
913408809388953600,We all can see crisis. figure out how to distribute what is at the port.Helicopter it around the island.HUGE TRUCKS OF SUPPLIES SITTING.SAD.,rescue_volunteering_or_donation_effort,train,see crisis figure distribute porthelicopter around islandhuge truck supply sittingsad
913794324613169152,#Drones play key roles in #hurricane recovery. More on @MeriTalk  #HurricaneIrma #HurricaneMaria #hurricaneseason2017,rescue_volunteering_or_donation_effort,train,drone play key role hurricane recovery hurricaneirma hurricanemaria hurricaneseason
913029002109087744,RT @SBNation: Mark Cuban lends Mavs plane to J.J. Barea to bring Puerto Rico supplies and rescue family.,rescue_volunteering_or_donation_effort,train,mark cuban lends mavs plane jj barea bring puerto rico supply rescue family
914491754702790658,"@ShaunKing @amazon I love this! I did one for Hurricane Maria in Tx. So easy to do, takes guesswork out of donating supplies!!",rescue_volunteering_or_donation_effort,train,love one hurricane maria tx easy take guesswork donating supply
914529696917966848,All efforts will be donated to those affected by Hurricane Maria! #BeMen #GreekUnity,rescue_volunteering_or_donation_effort,train,effort donated affected hurricane maria bemen greekunity
912048899417886720,fema:RT USCGSoutheast: .USCG Cutter Forward brings supplies and assistance to Puerto Rico following #HurricaneMari ),rescue_volunteering_or_donation_effort,train,fema uscgsoutheast uscg cutter forward brings supply assistance puerto rico following hurricanemari
912346937030008832,"@realDonaldTrump Calling on U.S. military to send additional resources, medical and construction teams to Puerto Rico NOW! #HurricaneMaria",rescue_volunteering_or_donation_effort,train,calling u military send additional resource medical construction team puerto rico hurricanemaria
913387085385666560,"RT @WDTN: Happening today, Bills Donut Shop in Centerville is collecting donations for victims of Hurricane Maria.",rescue_volunteering_or_donation_effort,train,happening today bill donut shop centerville collecting donation victim hurricane maria
914941864696074242,RT @TXMilitary: #BREAKING: #Texas #NationalGuard @136AW is currently helping Hurricane #Maria victims in the Virgin Islands.,rescue_volunteering_or_donation_effort,train,breaking texas nationalguard currently helping hurricane maria victim virgin island
912942818674348032,"From now until Oct. 6th, $1 from every pin will go to United for Puerto Rico to aid in recovery from Hurricane Maria",rescue_volunteering_or_donation_effort,train,oct th every pin go united puerto rico aid recovery hurricane maria
913472678970908672,White House #FINALLY waives #JonesAct for Puerto Rico  #AboutDamnedTime #HelpPuertoRico #HurricaneMaria #OneHumanity,rescue_volunteering_or_donation_effort,train,white house finally waif jonesact puerto rico aboutdamnedtime helppuertorico hurricanemaria onehumanity
912249117950320640,Families gather donations for Puerto Rico after Hurricane Maria,rescue_volunteering_or_donation_effort,train,family gather donation puerto rico hurricane maria
914799133764067329,@Potus truth from a PR cop corrupt @CarmenYulinCruz is refusing to distribute aid,rescue_volunteering_or_donation_effort,train,truth pr cop corrupt refusing distribute aid
913772556485906433,Check it out! I donated to HURRICANE MARIA RELIEF and GIVING SOLAR LIGHT TO PUERTO RICO -  via @CrowdRise,rescue_volunteering_or_donation_effort,train,check donated hurricane maria relief giving solar light puerto rico via
913754012444512256,"To show our support to those affected by Hurricane Maria, we will be donating 10% of our sales to benefit Hurricane Relief this weekend.",rescue_volunteering_or_donation_effort,train,show support affected hurricane maria donating sale benefit hurricane relief weekend
913912098131988481,RT @JakeSouless: My mom said 50 retweets and she’ll pay my car payment and insurance so I can donate my entire 2 week paycheck to Hurricane,rescue_volunteering_or_donation_effort,train,mom said retweets shell pay car payment insurance donate entire week paycheck hurricane
910753795004444672,Anyone seen a good place to donate to Hurricane Maria victims?,rescue_volunteering_or_donation_effort,train,anyone seen good place donate hurricane maria victim
913208743927697409,RT @PRFAA: Federal Employees: You can help survivors of #HurricaneMaria through @DHSgovs Surge Capacity Force. More info:,rescue_volunteering_or_donation_effort,train,federal employee help survivor hurricanemaria surge capacity force info
910758625135742976,"RT @NY1: With a strain on federal resources, #NYPD &amp; @FDNY members will head to the Caribbean to help with hurricane relief.",rescue_volunteering_or_donation_effort,train,strain federal resource nypd member head caribbean help hurricane relief
912304967494627328,If you want to help and donate like we just did! Caribbean Hurricane Maria &amp; Irma Relief Fund on @globalgiving:,rescue_volunteering_or_donation_effort,train,want help donate like caribbean hurricane maria irma relief fund
913326576997089280,RT @nbcbayarea: Bay Area Puerto Rican community stepping up in a big way to help family and friends devastated by #HurricaneMaria. /,rescue_volunteering_or_donation_effort,train,bay area puerto rican community stepping big way help family friend devastated hurricanemaria
912193990304206849,RT @AfWrldNwPrj: 8 tons of aid arrive from #Palestine making their way to #Dominica in response to hurricane | #PayAttention,rescue_volunteering_or_donation_effort,train,ton aid arrive palestine making way dominica response hurricane payattention
912990388696346624,Help those affected by #HurricaneMaria and support the rebuilding of Puerto Rico by donating to  #UnitedForPuertoRico,rescue_volunteering_or_donation_effort,train,help affected hurricanemaria support rebuilding puerto rico donating unitedforpuertorico
913194545256501248,"In the wake of Hurricane Maria, locals with Puerto Rican ties are concerned over the pace of relief efforts:",rescue_volunteering_or_donation_effort,train,wake hurricane maria local puerto rican tie concerned pace relief effort
914576371313233921,@AnneWheaton Another way people can help: #ChefsforPuertoRico is providing meals to #hurricaneMaria victims.,rescue_volunteering_or_donation_effort,train,another way people help chefsforpuertorico providing meal hurricanemaria victim
910676832592293889,RT @margara03: Friends in NYC - you can donate to Puerto Rico Hurricane Maria relief efforts here ❤️,rescue_volunteering_or_donation_effort,train,friend nyc donate puerto rico hurricane maria relief effort
912211328990797826,How to Help Victims of Hurricane Maria -  #PuertoRicoStrong #PuertoRico #HelpPuertoRico,rescue_volunteering_or_donation_effort,train,help victim hurricane maria puertoricostrong puertorico helppuertorico
914146432835350528,RT @ATTCares: @angelito1289 We are working around the clock to help people of Puerto Rico rebuild from Hurricane Maria &amp;Irma. Please send a,rescue_volunteering_or_donation_effort,train,working around clock help people puerto rico rebuild hurricane maria ampirma please send
910554570966921220,RT @ABC7NY: New York City is lending a helping hand to the victims of Hurricane Maria.,rescue_volunteering_or_donation_effort,train,new york city lending helping hand victim hurricane maria
912389330030796800,".@AtlantaVAMC provided medical support to #HurricaneMaria evacuees arriving at @DobbinsARB this weekend, helping get them to area hospitals.",rescue_volunteering_or_donation_effort,train,provided medical support hurricanemaria evacuee arriving weekend helping get area hospital
910736396490600448,"Tim Duncan, continuing hurricane relief efforts in Marias wake, appears live on national TV -",rescue_volunteering_or_donation_effort,train,tim duncan continuing hurricane relief effort maria wake appears live national tv
913904413852487681,#PuertoRico dies while #DonaldTrump flies. #SavePuertoRico &amp; #ImpeachTrumpNOW! Please donate to any of these:  #Maria,rescue_volunteering_or_donation_effort,train,puertorico dy donaldtrump fly savepuertorico impeachtrumpnow please donate maria
914713815111159808,RT @OverTheMoonbat: #PuertoRicoRelief Good place to donate to: Samaritans Purse:,rescue_volunteering_or_donation_effort,train,puertoricorelief good plac to donat to samaritans purs
911670362827522048,"Still waiting for @realDonaldTrump to make an urgent visit, plea donations and promise of the might of our nations military in assistance.",rescue_volunteering_or_donation_effort,train,still waiting make urgent visit plea donation promise might nation military assistance
912993968698347522,Put a face to the stories youre hearing from #PuertoRico in the aftermath of #HurricaneMaria. And then donate. ❤ you @hola_monicas!,rescue_volunteering_or_donation_effort,train,put face story youre hearing puertorico aftermath hurricanemaria donate
914579037917450243,Looking to help &amp; #makeadifference - DONATE to help those effected by #HurricaneMaria #PuertoRico @ColSanIgnacioPR,rescue_volunteering_or_donation_effort,train,looking help makeadifference donate help effected hurricanemaria puertorico
913373212465037312,I just donated too hurricane relief maria you guys can too to help out. They need all the help they can get there Ὁ9,rescue_volunteering_or_donation_effort,train,donated hurricane relief maria guy help need help get
913984942484459520,"Doctor sends supplies, medicine to #PuertoRico to help children who need health care after Hurricane #Maria.",rescue_volunteering_or_donation_effort,train,doctor sends supply medicine puertorico help child need health care hurricane maria
912322654836625408,RT @kylieslipkit: Im good. Donate things to Puerto Rico tho!,rescue_volunteering_or_donation_effort,train,im good donate thing puerto rico tho
913136654633897984,RT @AtlBizChron: .@CocaCola says it will give an additional $4.3 million to help with #hurricane #Maria and other disaster recovery. :,rescue_volunteering_or_donation_effort,train,say give additional million help hurricane maria disaster recovery
913047328969428993,Jennifer Lopez Pledges $1 Million to Puerto Rico as Country Suffers ‘Apocalyptic’ Damage from Hurricane Maria,rescue_volunteering_or_donation_effort,train,jennifer lopez pledge million puerto rico country suffers apocalyptic damage hurricane maria
914463292718043137,@sanrous2 Teamsters are trying to rally 100 volunteersfor PR,rescue_volunteering_or_donation_effort,train,teamster trying rally volunteersfor pr
914268155052208128,Hey Angelenos: Heres how you can help HURRICANE MARIA RELIEF   @Eventbrite,rescue_volunteering_or_donation_effort,train,hey angelenos here help hurricane maria relief
913837030056087553,"You can still donate to victims of #HurricaneHarvey, #HurricaneIrma and #HurricaneMaria",rescue_volunteering_or_donation_effort,train,still donate victim hurricaneharvey hurricaneirma hurricanemaria
914828025300230144,WATCH LIVE: FEMA Federal Emergency Management Agency and DoD officials provide a daily update on #HurricaneMaria,rescue_volunteering_or_donation_effort,train,watch live fema federal emergency management agency dod official provide daily update hurricanemaria
912417816803868672,More important than football: donate to UNICEF  or Global Giving  to support hurricane relief,rescue_volunteering_or_donation_effort,train,important football donate unicef global giving support hurricane relief
913862891022974976,Canned food Drive video is out Now! Go to Durant Road Middle School Homepage. Please donate to help the victime of hurricane irma/maria.,rescue_volunteering_or_donation_effort,train,canned food drive video go durant road middle school homepage please donate help victime hurricane irmamaria
913132557784322049,#PuertoRico could take decades to rebuild &amp; needs our help now. #crisis #HurricaneMaria #naturaldisaster,rescue_volunteering_or_donation_effort,train,puertorico could take decade rebuild need help crisis hurricanemaria naturaldisaster
913012951983980544,"@JohnJHarwood Get your facts straight, assclown: Federal Government Continues Hurricane Maria Response and Relief Operations",rescue_volunteering_or_donation_effort,train,get fact straight assclown federal government continues hurricane maria response relief operation
911738451086790658,"They are in 2468 Windy Hill Rd in Marietta, GA and are accepting donations for Hurricane Maria relief for Puerto Rico",rescue_volunteering_or_donation_effort,train,windy hill rd marietta ga accepting donation hurricane maria relief puerto rico
911592895878172672,RT @anatreasure: PAHO expressed gratitude &amp; admiration to health workers &amp; volunteers who are responding to #HurricaneIrma #HurricaneMaria,rescue_volunteering_or_donation_effort,train,paho expressed gratitude admiration health worker volunteer responding hurricaneirma hurricanemaria
912076380892024832,RT @PortSideNewYork: Donations still being accepted for #PuertoRico #HurricaneMaria relief in #SunsetPark 4906 4th avenue,rescue_volunteering_or_donation_effort,train,donation still accepted puertorico hurricanemaria relief sunsetpark th avenue
914223498960281601,This15-Year-Old Is Bringing Solar-Powered Lights to Hurricane Maria Victims,rescue_volunteering_or_donation_effort,train,thisyearold bringing solarpowered light hurricane maria victim
911956199649824768,JetBlue Airways Hurricane Maria Relief Effort Flights To Puerto Rico From East Coast Cities - $97 OW or $196 RT,rescue_volunteering_or_donation_effort,train,jetblue airway hurricane maria relief effort flight puerto rico east coast city ow
914943834731302912,RT @WISEfloetry: real quick: we are turning our restaurant into a location to drop off donation supplies for Hurricane Maria relief. Detail,rescue_volunteering_or_donation_effort,train,real quick turning restaurant location drop donation supply hurricane maria relief detail
913139586485932033,"Jana Duggar’s Best Friend Leads Hurricane Maria Relief Efforts, Josh &amp; Anna Duggar Donates $250",rescue_volunteering_or_donation_effort,train,jana duggars best friend lead hurricane maria relief effort josh anna duggar donates
914196753259356166,You cam also donate through our Facebbok page:  #HurricaneMaria #PuertoRicoSeLevanta ἟5἟7,rescue_volunteering_or_donation_effort,train,cam also donate facebbok page hurricanemaria puertoricoselevanta
913398745563373568,@DavidBegnaud #Thankyou We contacted Drs. and March of Dimes to help the preemies &amp; their moms in the USA. #PuertoRico #HurricaneMaria,rescue_volunteering_or_donation_effort,train,thankyou contacted drs march dime help preemie mom usa puertorico hurricanemaria
913442819037114368,"@FLGovScott is in @Kissimmee_FL today, praising local efforts to collect #donations for @PuertoRicoPUR victims of Hurricane #Maria.",rescue_volunteering_or_donation_effort,train,today praising local effort collect donation victim hurricane maria
914530705870344192,How you can help to deliver needed food for people in Puerto Rico? ὄ7❤️,rescue_volunteering_or_donation_effort,train,help deliver needed food people puerto rico
914049290192003072,"@SavetheChildren is on the ground providing aid to the more than 700,000 Puerto Rican children living in the disastrous aftermath of Hurricane Maria. Please consider supporting their efforts.",rescue_volunteering_or_donation_effort,train,ground providing aid puerto rican child living disastrous aftermath hurricane maria please consider supporting effort
914945344894652416,.@DeptVetAffairs employees stage equipment from @VABayPines heading to Puerto Rico via @MacDill_AFB in support of #HurricaneMaria relief.,rescue_volunteering_or_donation_effort,train,employee stage equipment heading puerto rico via support hurricanemaria relief
913966655004450816,RT @tnchicken: Please help. Puerto Rico RD Employees Devastated by Hurricane Maria.  via @youcaring,rescue_volunteering_or_donation_effort,train,please help puerto rico rd employee devastated hurricane maria via
913354368786804736,We are still collecting for Hurricane Maria - thank you to all who have donated! @PawtucketSup @CherylMcW @PawtucketTech @DonGrebien,rescue_volunteering_or_donation_effort,train,still collecting hurricane maria thank donated
913877997534498816,Virginia based relief group heads to Puerto Rico in aftermath of Hurricane Maria -,rescue_volunteering_or_donation_effort,train,virginia based relief group head puerto rico aftermath hurricane maria
914609115770576897,Hurricane Maria Charity Stream with Gran Turismo 6 Open Lobby at 5:30 CDT! Please come and help our brothers and sisters in Puerto Rico!,rescue_volunteering_or_donation_effort,train,hurricane maria charity stream gran turismo open lobby cdt please come help brother sister puerto rico
913489404496351232,#Sunnyside moms will hold a bake sale on Saturday to raise money for Puerto Ricans affected by #HurricaneMaria,rescue_volunteering_or_donation_effort,train,sunnyside mom hold bake sale saturday raise money puerto ricans affected hurricanemaria
913178286565597184,Please - Porto Rico need any help as soon as possible from everybody,rescue_volunteering_or_donation_effort,train,please porto rico need help soon possible everybody
